1201,4095,610,722,3.68,5.95,7.64,HELLO
1200,4095,610,720,3.69,5.97,7.51,HELLO
1200,4095,610,720,3.79,5.94,7.51,HELLO
1200,4095,610,720,3.73,5.6,7.4,HELLO
1200,4095,610,720,3.87,5.44,7.44,HELLO
1200,4095,610,722,4.28,5.74,7.16,HELLO
1200,4095,610,721,4.24,5.66,7.08,HELLO
1200,4095,610,721,4.18,5.52,7.1,HELLO
1200,4095,610,722,4.21,5.54,6.71,HELLO
1200,4095,610,722,3.77,5.65,6.64,HELLO
1200,4095,610,722,3.57,5.63,6.79,HELLO
1200,4095,610,722,3.84,5.76,6.93,HELLO
1201,4095,610,722,3.78,5.98,7.17,HELLO
1201,4095,610,722,3.76,5.86,7.41,HELLO
1200,4095,611,721,3.88,5.94,7.54,HELLO
1200,4095,610,721,3.82,5.96,7.52,HELLO
1200,4095,610,721,3.67,5.94,7.46,HELLO
1200,4095,611,721,3.68,5.88,7.7,HELLO
1200,4095,611,721,3.71,6.01,7.36,HELLO
1200,4095,611,721,3.64,6.06,7.2,HELLO
1200,4095,610,720,3.61,5.93,7.34,HELLO
1200,4095,610,720,3.8,5.78,7.28,HELLO
1200,4095,610,720,3.82,5.71,7.22,HELLO
1200,4095,610,720,3.78,5.77,7.11,HELLO
1200,4095,610,720,3.55,5.74,7.04,HELLO
1200,4095,610,722,3.68,5.92,7.02,HELLO
1200,4095,610,722,3.62,6.01,7.28,HELLO
1201,4095,610,722,3.79,6.1,7.37,HELLO
1201,4095,610,722,3.79,5.99,7.58,HELLO
1201,4095,610,722,4,6.03,7.46,HELLO
1201,4095,610,722,3.9,6.03,7.46,HELLO
1201,4095,610,722,3.72,5.94,7.4,HELLO
1201,4095,610,722,3.83,5.96,7.05,HELLO
1201,4095,610,722,3.54,6,6.99,HELLO
1201,4095,610,722,3.52,6.02,7.12,HELLO
1201,4095,610,722,3.78,6.2,7.04,HELLO
1201,4095,611,722,3.83,6.14,7,HELLO
1201,4095,611,722,3.85,6.11,7.28,HELLO
1201,4095,611,722,3.9,6.32,7.14,HELLO
1201,4095,610,722,3.74,6.37,7.08,HELLO
1201,4095,610,720,3.54,6.41,7.11,HELLO
1201,4095,610,720,3.76,6.38,6.9,HELLO
1201,4095,610,720,3.77,6.28,6.23,HELLO
1201,4095,610,720,3.34,6.25,6.44,HELLO
1200,4095,610,720,3.58,5.74,7.39,HELLO
1200,4095,610,720,4.53,5.49,7.66,HELLO
1200,4095,610,720,4.55,5.71,7.43,HELLO
1200,4095,610,720,4.86,5.52,7.39,HELLO
1200,4095,610,719,5.22,5.3,7.03,HELLO
1200,4095,610,718,5.05,5.48,6.87,HELLO
1201,4095,609,721,4.75,5.63,6.55,HELLO
1200,4095,610,721,4.68,5.93,6.46,HELLO
1200,4095,609,721,4.67,5.8,6.44,HELLO
1200,4095,609,721,4.81,5.6,6.7,HELLO
1200,4095,609,721,5.09,5.55,6.68,HELLO
1200,4095,609,721,4.9,5.78,6.65,HELLO
1200,4095,609,721,4.67,5.88,6.77,HELLO
1200,4095,609,721,4.74,5.83,6.45,HELLO
1200,4095,610,721,4.92,6.01,6.15,HELLO
1200,4095,610,721,4.9,5.96,5.91,HELLO
1200,4095,609,721,4.84,6.16,5.66,HELLO
1200,4095,609,721,4.61,6.33,5.66,HELLO
1200,4095,609,721,4.46,6.58,5.75,HELLO
1200,4095,609,722,4.29,6.72,5.8,HELLO
1200,4095,609,722,4.3,6.63,6.11,HELLO
1200,4095,610,720,4.39,6.38,6.19,HELLO
1200,4095,610,720,3.85,6.1,6.73,HELLO
1200,4095,610,720,3.8,5.87,6.88,HELLO
1200,4095,611,720,3.98,5.67,6.55,HELLO
1200,4095,611,720,4.42,6.03,5.93,HELLO
1200,4095,611,720,4.13,6.5,5.75,HELLO
1200,4095,611,720,3.67,7.31,5.89,HELLO
1200,4095,611,720,3.66,7.61,6.45,HELLO
1200,4095,611,720,3.93,7.57,6.65,HELLO
1200,4095,611,720,3.78,7.74,6.4,HELLO
1200,4095,611,720,3.51,8.05,6.18,HELLO
1200,4095,611,720,3.36,8.2,5.89,HELLO
1200,4095,611,720,3.48,8.1,5.8,HELLO
1200,4095,612,720,3.64,7.9,5.42,HELLO
1200,4095,612,720,3.63,7.82,5.5,HELLO
1200,4095,612,720,3.66,7.62,5.6,HELLO
1200,4095,612,720,3.67,7.62,5.4,HELLO
1200,4095,611,719,3.41,7.42,5.57,HELLO
1200,4095,611,719,3.34,7.34,6.02,HELLO
1200,4095,611,719,3.22,7.14,6.29,HELLO
1200,4095,611,719,3.4,6.99,6.46,HELLO
1200,4095,611,719,3.51,6.75,6.66,HELLO
1200,4095,611,719,3.8,6.31,6.78,HELLO
1200,4095,611,719,4.37,6.26,6.27,HELLO
1200,4095,611,719,3.93,6.46,6.46,HELLO
1200,4095,611,719,4.28,6.76,6.68,HELLO
1200,4095,611,719,4.23,6.71,6.41,HELLO
1200,4095,611,717,4.14,6.77,6.05,HELLO
1200,4095,611,717,3.79,6.52,6.46,HELLO
1200,4095,611,717,3.99,6.26,6.82,HELLO
1200,4095,611,717,3.96,6.22,7.08,HELLO
1200,4095,611,717,3.74,6,7.3,HELLO
1200,4095,611,717,3.98,5.99,7.41,HELLO
1200,4095,611,717,4.2,5.78,7.63,HELLO
1200,4095,611,717,4.5,5.65,7.58,HELLO
1200,4095,611,718,4.45,5.61,7.51,HELLO
1200,4095,611,718,4.34,5.41,7.78,HELLO
1200,4095,611,718,4.41,5.04,7.75,HELLO
1200,4095,611,718,4.22,4.69,8,HELLO
1200,4095,611,718,4.4,4.68,7.81,HELLO
1200,4095,611,718,4.34,4.64,7.62,HELLO
1201,4095,611,718,4.3,4.55,7.39,HELLO
1201,4095,611,720,4.34,4.64,7.4,HELLO
1201,4095,611,720,4.31,4.46,7.77,HELLO
1200,4095,611,720,4.38,4.52,7.84,HELLO
1200,4095,611,720,4.33,4.57,7.91,HELLO
1201,4095,611,720,4.23,4.5,8.25,HELLO
1200,4095,611,720,4.57,4.29,8.17,HELLO
1200,4095,611,720,4.41,4.24,7.92,HELLO
1200,4095,611,720,4.52,4.53,7.54,HELLO
1200,4095,611,720,4.21,4.69,7.29,HELLO
1200,4095,610,719,3.94,4.64,7.84,HELLO
1200,4095,610,719,4.1,4.67,8.11,HELLO
1200,4095,610,720,4.25,4.73,8.09,HELLO
1200,4095,610,720,4.29,4.98,7.65,HELLO
1200,4095,610,720,4.11,5.28,7.29,HELLO
1200,4095,610,720,3.88,5.16,7.49,HELLO
1200,4095,610,720,4.19,5.15,6.92,HELLO
1200,4095,610,720,3.84,5.24,7.19,HELLO
1200,4095,611,720,3.55,5.18,7.55,HELLO
1200,4095,610,720,3.59,5.3,7.41,HELLO
1200,4095,610,720,3.54,5.72,7.26,HELLO
1200,4095,610,720,3.47,5.79,7.22,HELLO
1200,4095,611,720,3.56,5.82,7.2,HELLO
1200,4095,611,720,3.51,5.74,7.17,HELLO
1200,4095,611,720,3.37,5.77,7.24,HELLO
1200,4095,611,720,3.8,6.19,7.13,HELLO
1200,4095,611,720,3.43,6.56,7.33,HELLO
1200,4095,611,720,3.07,6.67,7.42,HELLO
1200,4095,611,720,3.19,6.6,7.58,HELLO
1201,4095,611,720,3.63,6.41,6.98,HELLO
1201,4095,611,720,3.47,6.4,6.7,HELLO
1201,4095,611,720,3.29,6.29,6.54,HELLO
1201,4095,611,720,2.66,6.12,7.41,HELLO
1200,4095,611,720,2.78,6.18,7.47,HELLO
1201,4095,611,720,2.92,6.26,7.43,HELLO
1201,4095,611,720,3.29,6.14,7.87,HELLO
1201,4095,611,720,3.66,6.1,7.6,HELLO
1201,4095,610,720,3.41,6.31,7.51,HELLO
1201,4095,611,720,2.78,6.64,7.34,HELLO
1201,4095,610,720,2.64,6.71,7.62,HELLO
1201,4095,610,720,3.13,6.61,7.23,HELLO
1201,4095,610,720,3.05,6.46,6.9,HELLO
1201,4095,610,720,3.09,6.54,6.55,HELLO
1201,4095,610,720,3.08,6.58,6.79,HELLO
1201,4095,610,720,2.94,6.49,6.97,HELLO
1201,4095,610,720,2.68,6.41,7.25,HELLO
1201,4095,611,720,2.77,6.33,7.25,HELLO
1201,4095,611,719,2.64,6.13,7.21,HELLO
1201,4095,610,720,2.5,6.13,7.19,HELLO
1201,4095,611,720,2.24,6.05,7.58,HELLO
1200,4095,611,719,2.14,6.1,7.9,HELLO
1201,4095,611,719,2.16,6.13,8.02,HELLO
1201,4095,610,719,2.24,6.04,8.36,HELLO
1201,4095,610,719,2.25,5.99,8.73,HELLO
1201,4095,610,719,2.33,5.78,9.11,HELLO
1201,4095,610,719,2.51,5.66,8.73,HELLO
1201,4095,610,719,2.53,5.55,8.64,HELLO
1201,4095,610,719,2.35,5.27,8.59,HELLO
1201,4095,610,719,2.19,5.25,8.63,HELLO
1201,4095,610,719,2.53,5.33,7.99,HELLO
1201,4095,610,719,2.58,5.05,8.15,HELLO
1201,4095,610,719,2.73,4.81,8.23,HELLO
1201,4095,610,720,2.89,5.03,8.09,HELLO
1201,4095,610,720,2.84,5.16,8.02,HELLO
1201,4095,610,720,2.56,5.03,8.15,HELLO
1201,4095,610,720,2.91,5.1,8.15,HELLO
1201,4095,610,720,2.78,4.62,8.36,HELLO
1201,4095,610,720,2.89,4.79,8.24,HELLO
1200,4095,610,720,3.34,4.98,7.98,HELLO
1200,4095,610,720,3.33,4.71,8.34,HELLO
1200,4095,610,720,3.11,4.61,8.19,HELLO
1200,4095,610,720,3.19,4.87,8.44,HELLO
1200,4095,610,719,3.22,5.04,8.25,HELLO
1201,4095,610,719,2.86,4.78,8.34,HELLO
1201,4095,610,720,2.94,4.74,8.3,HELLO
1201,4095,610,720,3.13,4.66,8,HELLO
1201,4095,610,720,3.19,4.61,8.17,HELLO
1201,4095,610,720,3,4.67,8.05,HELLO
1201,4095,610,720,2.99,4.7,8.08,HELLO
1201,4095,609,719,3.15,4.87,7.69,HELLO
1201,4095,609,719,2.84,4.92,7.82,HELLO
1201,4095,609,719,2.72,4.93,8.05,HELLO
1201,4095,610,719,2.82,5.2,8.29,HELLO
1201,4095,609,719,2.87,5.13,8.34,HELLO
